publisher_key	source_policy_key	external_publisher_key	name	domain	roaster_country_code	metadata
publisher.firstbloom.1	source_policy.firstbloom.a6cb002.derived_terms	1	Phil & Sebastian	philsebastian.com		"{""firstbloom_roaster_id"":""1"",""iana_timezone"":""America/Edmonton"",""roaster_country_not_inferred"":true,""source_label"":""Phil & Sebastian"",""source_name"":""phil & sebastian"",""website"":""https://philsebastian.com/""}"
publisher.firstbloom.2	source_policy.firstbloom.a6cb002.derived_terms	2	Detour Coffee Roasters	detourcoffee.com		"{""firstbloom_roaster_id"":""2"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Detour Coffee Roasters"",""source_name"":""detour coffee roasters"",""website"":""https://detourcoffee.com/""}"
publisher.firstbloom.3	source_policy.firstbloom.a6cb002.derived_terms	3	Cantook Micro Torréfaction	cantookcafe.com		"{""firstbloom_roaster_id"":""3"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Cantook Micro Torréfaction"",""source_name"":""cantook micro torrefaction"",""website"":""https://cantookcafe.com/""}"
publisher.firstbloom.4	source_policy.firstbloom.a6cb002.derived_terms	4	49th Parallel	49thcoffee.com		"{""firstbloom_roaster_id"":""4"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""49th Parallel"",""source_name"":""49th parallel"",""website"":""https://49thcoffee.com/""}"
publisher.firstbloom.5	source_policy.firstbloom.a6cb002.derived_terms	5	Nomad	nomadcoffee.es		"{""firstbloom_roaster_id"":""5"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Nomad"",""source_name"":""nomad"",""website"":""https://nomadcoffee.es/""}"
publisher.firstbloom.8	source_policy.firstbloom.a6cb002.derived_terms	8	SlowMov	slowmov.com		"{""firstbloom_roaster_id"":""8"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""SlowMov"",""source_name"":""slowmov"",""website"":""https://slowmov.com/en/""}"
publisher.firstbloom.10	source_policy.firstbloom.a6cb002.derived_terms	10	Kaito	kaitocoffee.com		"{""firstbloom_roaster_id"":""10"",""iana_timezone"":""America/Montreal"",""roaster_country_not_inferred"":true,""source_label"":""Kaito"",""source_name"":""kaito"",""website"":""https://kaitocoffee.com""}"
publisher.firstbloom.12	source_policy.firstbloom.a6cb002.derived_terms	12	Intelligentsia	www.intelligentsiacoffee.com		"{""firstbloom_roaster_id"":""12"",""iana_timezone"":""America/Chicago"",""roaster_country_not_inferred"":true,""source_label"":""Intelligentsia"",""source_name"":""intelligentsia"",""website"":""https://www.intelligentsiacoffee.com""}"
publisher.firstbloom.13	source_policy.firstbloom.a6cb002.derived_terms	13	Counter Culture	www.counterculturecoffee.com		"{""firstbloom_roaster_id"":""13"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Counter Culture"",""source_name"":""counter culture"",""website"":""https://www.counterculturecoffee.com""}"
publisher.firstbloom.14	source_policy.firstbloom.a6cb002.derived_terms	14	Dispatch	dispatchcoffee.ca		"{""firstbloom_roaster_id"":""14"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Dispatch"",""source_name"":""dispatch"",""website"":""https://dispatchcoffee.ca/""}"
publisher.firstbloom.15	source_policy.firstbloom.a6cb002.derived_terms	15	Stumptown	www.stumptowncoffee.com		"{""firstbloom_roaster_id"":""15"",""iana_timezone"":""America/Los_Angeles"",""roaster_country_not_inferred"":true,""source_label"":""Stumptown"",""source_name"":""stumptown"",""website"":""https://www.stumptowncoffee.com""}"
publisher.firstbloom.16	source_policy.firstbloom.a6cb002.derived_terms	16	Zab	zabcafe.com		"{""firstbloom_roaster_id"":""16"",""iana_timezone"":""America/Montreal"",""roaster_country_not_inferred"":true,""source_label"":""Zab"",""source_name"":""zab"",""website"":""https://zabcafe.com/""}"
publisher.firstbloom.17	source_policy.firstbloom.a6cb002.derived_terms	17	Pilot	www.pilotcoffeeroasters.com		"{""firstbloom_roaster_id"":""17"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Pilot"",""source_name"":""pilot"",""website"":""https://www.pilotcoffeeroasters.com""}"
publisher.firstbloom.18	source_policy.firstbloom.a6cb002.derived_terms	18	Propeller Coffee Co	propellercoffee.com		"{""firstbloom_roaster_id"":""18"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Propeller Coffee Co"",""source_name"":""propeller coffee co"",""website"":""https://propellercoffee.com/""}"
publisher.firstbloom.19	source_policy.firstbloom.a6cb002.derived_terms	19	Sam James Coffee Bar	www.samjamescoffeebar.com		"{""firstbloom_roaster_id"":""19"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Sam James Coffee Bar"",""source_name"":""sam james coffee bar"",""website"":""https://www.samjamescoffeebar.com""}"
publisher.firstbloom.21	source_policy.firstbloom.a6cb002.derived_terms	21	Anchored Coffee	anchoredcoffee.com		"{""firstbloom_roaster_id"":""21"",""iana_timezone"":""America/Halifax"",""roaster_country_not_inferred"":true,""source_label"":""Anchored Coffee"",""source_name"":""anchored coffee"",""website"":""https://anchoredcoffee.com""}"
publisher.firstbloom.23	source_policy.firstbloom.a6cb002.derived_terms	23	Bows And Arrows Coffee Roasters	bowsandarrowscoffee.com		"{""firstbloom_roaster_id"":""23"",""iana_timezone"":""America/Vancouver"",""roaster_country_not_inferred"":true,""source_label"":""Bows And Arrows Coffee Roasters"",""source_name"":""bows and arrows coffee roasters"",""website"":""https://bowsandarrowscoffee.com""}"
publisher.firstbloom.24	source_policy.firstbloom.a6cb002.derived_terms	24	Saint-Henri Micro Torrefacteur	www.sainthenri.ca		"{""firstbloom_roaster_id"":""24"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Saint-Henri Micro Torrefacteur"",""source_name"":""saint-henri micro torrefacteur"",""website"":""https://www.sainthenri.ca""}"
publisher.firstbloom.25	source_policy.firstbloom.a6cb002.derived_terms	25	Bluebarn	bluebarncoffeeroasters.com		"{""firstbloom_roaster_id"":""25"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Bluebarn"",""source_name"":""bluebarn"",""website"":""https://bluebarncoffeeroasters.com/""}"
publisher.firstbloom.26	source_policy.firstbloom.a6cb002.derived_terms	26	Dogwood Canada	dogwoodcoffee.ca		"{""firstbloom_roaster_id"":""26"",""iana_timezone"":""America/Chicago"",""roaster_country_not_inferred"":true,""source_label"":""Dogwood Canada"",""source_name"":""dogwood canada"",""website"":""https://dogwoodcoffee.ca/""}"
publisher.firstbloom.27	source_policy.firstbloom.a6cb002.derived_terms	27	Hale Coffee	www.halecoffee.com		"{""firstbloom_roaster_id"":""27"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Hale Coffee"",""source_name"":""hale coffee"",""website"":""https://www.halecoffee.com/""}"
publisher.firstbloom.28	source_policy.firstbloom.a6cb002.derived_terms	28	De Mello Palheta	www.hellodemello.com		"{""firstbloom_roaster_id"":""28"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""De Mello Palheta"",""source_name"":""de mello palheta"",""website"":""https://www.hellodemello.com/""}"
publisher.firstbloom.30	source_policy.firstbloom.a6cb002.derived_terms	30	Transcend	transcendcoffee.ca		"{""firstbloom_roaster_id"":""30"",""iana_timezone"":""America/Edmonton"",""roaster_country_not_inferred"":true,""source_label"":""Transcend"",""source_name"":""transcend"",""website"":""https://transcendcoffee.ca/""}"
publisher.firstbloom.31	source_policy.firstbloom.a6cb002.derived_terms	31	Fratello	www.fratellocoffee.com		"{""firstbloom_roaster_id"":""31"",""iana_timezone"":""America/Edmonton"",""roaster_country_not_inferred"":true,""source_label"":""Fratello"",""source_name"":""fratello"",""website"":""http://www.fratellocoffee.com/""}"
publisher.firstbloom.32	source_policy.firstbloom.a6cb002.derived_terms	32	Rocanini Coffee Roasters	www.rocanini.com		"{""firstbloom_roaster_id"":""32"",""iana_timezone"":""America/Vancouver"",""roaster_country_not_inferred"":true,""source_label"":""Rocanini Coffee Roasters"",""source_name"":""rocanini coffee roasters"",""website"":""https://www.rocanini.com""}"
publisher.firstbloom.34	source_policy.firstbloom.a6cb002.derived_terms	34	Kittel Atelier De Cafe	kittelcoffee.com		"{""firstbloom_roaster_id"":""34"",""iana_timezone"":""America/Montreal"",""roaster_country_not_inferred"":true,""source_label"":""Kittel Atelier De Cafe"",""source_name"":""kittel atelier de cafe"",""website"":""https://kittelcoffee.com/""}"
publisher.firstbloom.35	source_policy.firstbloom.a6cb002.derived_terms	35	Wrecking Ball Coffee Roasters	www.wreckingballcoffee.com		"{""firstbloom_roaster_id"":""35"",""iana_timezone"":""America/Los_Angeles"",""roaster_country_not_inferred"":true,""source_label"":""Wrecking Ball Coffee Roasters"",""source_name"":""wrecking ball coffee roasters"",""website"":""https://www.wreckingballcoffee.com""}"
publisher.firstbloom.36	source_policy.firstbloom.a6cb002.derived_terms	36	Brio Coffeeworks	briocoffeeworks.com		"{""firstbloom_roaster_id"":""36"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Brio Coffeeworks"",""source_name"":""brio coffeeworks"",""website"":""https://briocoffeeworks.com""}"
publisher.firstbloom.37	source_policy.firstbloom.a6cb002.derived_terms	37	Traffic Coffee Crew	www.trafficcoffee.com		"{""firstbloom_roaster_id"":""37"",""iana_timezone"":""America/Montreal"",""roaster_country_not_inferred"":true,""source_label"":""Traffic Coffee Crew"",""source_name"":""traffic coffee crew"",""website"":""https://www.trafficcoffee.com/""}"
publisher.firstbloom.38	source_policy.firstbloom.a6cb002.derived_terms	38	Structure Coffee Roasters	structurecoffeeroasters.com		"{""firstbloom_roaster_id"":""38"",""iana_timezone"":""America/Montreal"",""roaster_country_not_inferred"":true,""source_label"":""Structure Coffee Roasters"",""source_name"":""structure coffee roasters"",""website"":""https://structurecoffeeroasters.com""}"
publisher.firstbloom.39	source_policy.firstbloom.a6cb002.derived_terms	39	94 Celcius	94celcius.com		"{""firstbloom_roaster_id"":""39"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""94 Celcius"",""source_name"":""94 celcius"",""website"":""https://94celcius.com""}"
publisher.firstbloom.40	source_policy.firstbloom.a6cb002.derived_terms	40	Fuglen Coffee Roasters	fuglencoffee.com		"{""firstbloom_roaster_id"":""40"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Fuglen Coffee Roasters"",""source_name"":""fuglen coffee roasters"",""website"":""https://fuglencoffee.com""}"
publisher.firstbloom.42	source_policy.firstbloom.a6cb002.derived_terms	42	Onyx Coffee Lab	onyxcoffeelab.com		"{""firstbloom_roaster_id"":""42"",""iana_timezone"":""America/Chicago"",""roaster_country_not_inferred"":true,""source_label"":""Onyx Coffee Lab"",""source_name"":""onyx coffee lab"",""website"":""https://onyxcoffeelab.com/""}"
publisher.firstbloom.43	source_policy.firstbloom.a6cb002.derived_terms	43	Square Mile Coffee Roasters	shop.squaremilecoffee.com		"{""firstbloom_roaster_id"":""43"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Square Mile Coffee Roasters"",""source_name"":""square mile coffee roasters"",""website"":""https://shop.squaremilecoffee.com/""}"
publisher.firstbloom.44	source_policy.firstbloom.a6cb002.derived_terms	44	FARO Roasting House	farocoffee.com		"{""firstbloom_roaster_id"":""44"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""FARO Roasting House"",""source_name"":""faro roasting house"",""website"":""https://farocoffee.com/""}"
publisher.firstbloom.45	source_policy.firstbloom.a6cb002.derived_terms	45	Pallet Coffee Roasters	www.palletcoffeeroasters.com		"{""firstbloom_roaster_id"":""45"",""iana_timezone"":""America/Vancouver"",""roaster_country_not_inferred"":true,""source_label"":""Pallet Coffee Roasters"",""source_name"":""pallet coffee roasters"",""website"":""https://www.palletcoffeeroasters.com/""}"
publisher.firstbloom.46	source_policy.firstbloom.a6cb002.derived_terms	46	Julius Coffee	juliuscoffee.com		"{""firstbloom_roaster_id"":""46"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Julius Coffee"",""source_name"":""julius coffee"",""website"":""https://juliuscoffee.com/""}"
publisher.firstbloom.47	source_policy.firstbloom.a6cb002.derived_terms	47	Firebat Coffee	firebatcoffee.com		"{""firstbloom_roaster_id"":""47"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Firebat Coffee"",""source_name"":""firebat coffee"",""website"":""https://firebatcoffee.com/""}"
publisher.firstbloom.48	source_policy.firstbloom.a6cb002.derived_terms	48	Reunion Coffee Roasters	reunioncoffeeroasters.com		"{""firstbloom_roaster_id"":""48"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Reunion Coffee Roasters"",""source_name"":""reunion coffee roasters"",""website"":""https://reunioncoffeeroasters.com""}"
publisher.firstbloom.49	source_policy.firstbloom.a6cb002.derived_terms	49	Ritual Coffee	www.ritualroasters.com		"{""firstbloom_roaster_id"":""49"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Ritual Coffee"",""source_name"":""ritual coffee"",""website"":""https://www.ritualroasters.com/""}"
publisher.firstbloom.50	source_policy.firstbloom.a6cb002.derived_terms	50	George Howell Coffee	www.georgehowellcoffee.com		"{""firstbloom_roaster_id"":""50"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""George Howell Coffee"",""source_name"":""george howell coffee"",""website"":""http://www.georgehowellcoffee.com/""}"
publisher.firstbloom.51	source_policy.firstbloom.a6cb002.derived_terms	51	Floozy	www.floozycoffee.com		"{""firstbloom_roaster_id"":""51"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Floozy"",""source_name"":""floozy"",""website"":""https://www.floozycoffee.com/""}"
publisher.firstbloom.52	source_policy.firstbloom.a6cb002.derived_terms	52	Matchstick	matchstickyvr.com		"{""firstbloom_roaster_id"":""52"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Matchstick"",""source_name"":""matchstick"",""website"":""https://matchstickyvr.com/""}"
publisher.firstbloom.53	source_policy.firstbloom.a6cb002.derived_terms	53	Hatch Coffee Roasters	www.hatchcrafted.com		"{""firstbloom_roaster_id"":""53"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Hatch Coffee Roasters"",""source_name"":""hatch coffee roasters"",""website"":""https://www.hatchcrafted.com/""}"
publisher.firstbloom.54	source_policy.firstbloom.a6cb002.derived_terms	54	Monogram Coffee	monogramcoffee.com		"{""firstbloom_roaster_id"":""54"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Monogram Coffee"",""source_name"":""monogram coffee"",""website"":""http://monogramcoffee.com/""}"
publisher.firstbloom.55	source_policy.firstbloom.a6cb002.derived_terms	55	Timbertrain Coffee Roaster	www.timbertraincoffeeroasters.com		"{""firstbloom_roaster_id"":""55"",""iana_timezone"":""America/Vancouver"",""roaster_country_not_inferred"":true,""source_label"":""Timbertrain Coffee Roaster"",""source_name"":""timbertrain coffee roaster"",""website"":""https://www.timbertraincoffeeroasters.com/""}"
publisher.firstbloom.56	source_policy.firstbloom.a6cb002.derived_terms	56	Balzac's Coffee Roasters	www.balzacs.com		"{""firstbloom_roaster_id"":""56"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Balzac's Coffee Roasters"",""source_name"":""balzac's coffee roasters"",""website"":""https://www.balzacs.com/""}"
publisher.firstbloom.62	source_policy.firstbloom.a6cb002.derived_terms	62	Cat & Cloud	catandcloud.com		"{""firstbloom_roaster_id"":""62"",""iana_timezone"":""America/Los_Angeles"",""roaster_country_not_inferred"":true,""source_label"":""Cat & Cloud"",""source_name"":""cat & cloud"",""website"":""https://catandcloud.com/""}"
publisher.firstbloom.63	source_policy.firstbloom.a6cb002.derived_terms	63	Rosso Coffee Roasters	www.rossocoffeeroasters.com		"{""firstbloom_roaster_id"":""63"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Rosso Coffee Roasters"",""source_name"":""rosso coffee roasters"",""website"":""https://www.rossocoffeeroasters.com""}"
publisher.firstbloom.64	source_policy.firstbloom.a6cb002.derived_terms	64	Kohi Micro Torrefacteur	www.kohi.ca		"{""firstbloom_roaster_id"":""64"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Kohi Micro Torrefacteur"",""source_name"":""kohi micro torrefacteur"",""website"":""https://www.kohi.ca""}"
publisher.firstbloom.65	source_policy.firstbloom.a6cb002.derived_terms	65	Chance Coffee	www.chancecoffee.ca		"{""firstbloom_roaster_id"":""65"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Chance Coffee"",""source_name"":""chance coffee"",""website"":""https://www.chancecoffee.ca""}"
publisher.firstbloom.66	source_policy.firstbloom.a6cb002.derived_terms	66	Everyday Gourmet Coffee Roasters	www.everydaycoffee.com		"{""firstbloom_roaster_id"":""66"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Everyday Gourmet Coffee Roasters"",""source_name"":""everyday gourmet coffee roasters"",""website"":""https://www.everydaycoffee.com/""}"
publisher.firstbloom.67	source_policy.firstbloom.a6cb002.derived_terms	67	Outpost Coffee Roasters	outpostcoffee.com		"{""firstbloom_roaster_id"":""67"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Outpost Coffee Roasters"",""source_name"":""outpost coffee roasters"",""website"":""https://outpostcoffee.com""}"
publisher.firstbloom.68	source_policy.firstbloom.a6cb002.derived_terms	68	The Barn	thebarn.de		"{""firstbloom_roaster_id"":""68"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""The Barn"",""source_name"":""the barn"",""website"":""https://thebarn.de""}"
publisher.firstbloom.69	source_policy.firstbloom.a6cb002.derived_terms	69	Pop Coffee Works	www.popcoffeeworks.com		"{""firstbloom_roaster_id"":""69"",""iana_timezone"":""America/Toronto"",""roaster_country_not_inferred"":true,""source_label"":""Pop Coffee Works"",""source_name"":""pop coffee works"",""website"":""https://www.popcoffeeworks.com/""}"
publisher.firstbloom.70	source_policy.firstbloom.a6cb002.derived_terms	70	Two Bears Coffee	www.twobears.ca		"{""firstbloom_roaster_id"":""70"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Two Bears Coffee"",""source_name"":""two bears coffee"",""website"":""https://www.twobears.ca""}"
publisher.firstbloom.71	source_policy.firstbloom.a6cb002.derived_terms	71	Lüna Coffee	enjoylunacoffee.com		"{""firstbloom_roaster_id"":""71"",""iana_timezone"":""America/Vancouver"",""roaster_country_not_inferred"":true,""source_label"":""Lüna Coffee"",""source_name"":""luna coffee"",""website"":""https://enjoylunacoffee.com/shop/""}"
publisher.firstbloom.72	source_policy.firstbloom.a6cb002.derived_terms	72	Rooftop Coffee Roasters	www.rooftopcoffeeroasters.com		"{""firstbloom_roaster_id"":""72"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Rooftop Coffee Roasters"",""source_name"":""rooftop coffee roasters"",""website"":""https://www.rooftopcoffeeroasters.com""}"
